timestamp,channel,arbitration_id,dlc,data,is_extended_id
1746989457.563015,0,0x1f85450,8,00 00 00 00 00 00 00 00,TRUE
1746989457.5631816,0,0x3ad5d61,8,00 00 00 00 00 00 00 3C,TRUE
1746989457.5634477,0,0x141,8,7F F7 FF 00 00 00 00 00,FALSE
1746989457.5635898,0,0x5f8fd55,2,00 00,TRUE
1746989457.563732,0,0x5f95055,2,00 00,TRUE
1746989457.563812,2,0x22,8,7F F7 FF 00 00 00 00 04,FALSE
1746989457.5639012,0,0x5f99c55,8,00 00 00 00 00 00 00 00,TRUE
1746989457.5640433,0,0x5f99f55,2,00 00,TRUE
1746989457.5640762,2,0x22,8,00 00 00 00 00 00 00 31,FALSE
